Bootstrap inversion results (2sigma uncertainty)
Station: EC01
Lat:   -4.72613 deg (0.000009) 
Lon:   -131.48519 deg (0.000018) 
X:     -1.853006 m (1.946574) 
Y:    -99.553751 m (1.024753) 
Depth: -4576.035040 m (3.025093) 
TAT:   12.216268 ms (0.917691) 
Water Vel.: 1498.284384 m/s (0.939770)
Drift Lon: -1.853006 m (1.946574) 
Drift Lat: -99.553751 m (1.024753) 
Drift:    99.575743 m (1.024361) 
Drift Azi: 181.066429 deg (1.119817)
dz: 30.964960 m (3.025093)

RMS:  1.547747 ms (0.309842)

Bad pings Removed: 0
===================================================
       Lat        Lon       Range (m)    Residual (s) Doppler Vel. (m/s)  TWT corr. (ms) 
 38:  -4.712002 -131.507618 5438.249686   2.355553  -0.206435  -1.002223
 39:  -4.710638 -131.506307 5418.970906   0.206841  -0.232730  -1.125538
 40:  -4.709448 -131.504780 5391.510186   0.860586  -0.270568  -1.302014
 41:  -4.708132 -131.503280 5378.750378   1.814174  -0.291576  -1.400012
 42:  -4.706910 -131.501750 5369.758288   1.800710  -0.285536  -1.368695
 43:  -4.705937 -131.500073 5352.977230   2.177556  -0.300036  -1.433823
 44:  -4.705185 -131.498297 5331.064847   0.505023  -0.344283  -1.638198
 45:  -4.704590 -131.496435 5307.655244  -2.013794  -0.373725  -1.769700
 46:  -4.704202 -131.494585 5282.752405  -2.775365  -0.391555  -1.845253
 47:  -4.703882 -131.492670 5261.408360  -0.444627  -0.395775  -1.858333
 48:  -4.703740 -131.490722 5239.040682  -2.479326  -0.397101  -1.856010
 49:  -4.703795 -131.488732 5214.888042  -0.351235  -0.401278  -1.867558
 50:  -4.704013 -131.486802 5191.704610  -0.367347  -0.421909  -1.954781
 51:  -4.704467 -131.484905 5165.266007  -1.068481  -0.446190  -2.056569
 52:  -4.705230 -131.482607 5134.552307  -1.092468  -0.436081  -1.998047
 53:  -4.706100 -131.480815 5107.004067  -0.342678  -0.465934  -2.123667
 54:  -4.708190 -131.477397 5061.894926   1.719354  -0.332563  -1.502985
 55:  -4.709452 -131.475895 5040.278679  -2.150519  -0.350836  -1.577708
 56:  -4.711307 -131.474162 5012.313284   3.760673  -0.326426  -1.461390
 57:  -4.712905 -131.472823 4996.033190  -1.117498  -0.372842  -1.662232
 58:  -4.714643 -131.471772 4976.819172  -1.395322  -0.496097  -2.203069
 59:  -4.717522 -131.470558 4947.749554   2.892020  -0.606642  -2.680716
 60:  -4.719652 -131.470573 4907.326357  -0.706396  -0.817448  -3.579962
 61:  -4.723138 -131.473290 4774.055316   1.961320  -0.840011  -3.581000
 62:  -4.723790 -131.475402 4710.156177  -1.522913  -0.891517  -3.747473
 63:  -4.724023 -131.477783 4654.998171  -0.931282  -0.766754  -3.185768
 64:  -4.724268 -131.480143 4614.711662  -0.181284  -0.545030  -2.245199
 65:  -4.724348 -131.481060 4603.100590   1.222542  -0.437195  -1.796826
